ResponseId,Duration (in seconds),Q_prog_rate,Q_prog_exp,hint_type,stimulus_presentation,part_lbl,task,prog_num,desc_time,algo_time,hint_time,quantques1_time,quant2_time,quant3_time,quant4_time,quant_ques_af_exp_time,quant_ques_af_exp_time_avg,score_quant1,score_quant2,score_quant3,score_quant4,quant234_avg_score
R_12Den55NdXM2lqi,343.0,2.0,1.58,Conceptual,Python,Clear,['Fibonacci'],4,0.13166668,0.20608333,0.21513334,1.0508,0.115499996,0.0748,0.12711667,0.31741667,0.10580555,1.0,1.0,1.0,1.0,1.0
R_12JRXRBsOdGU9J6,1343.0,1.0,1.3,No Hint,Text,Clear,['Fibonacci'],2,1.1813333,3.0023334,0.0,0.76005,0.8089834,0.9622833,0.9447,2.7159665,0.9053222,1.0,1.0,1.0,1.0,1.0
R_15t68r2mRFrJCnc,424.0,2.0,0.0,Test Cases,Text,Clear,['Average Rainfall'],4,0.62338334,0.70353335,0.13246666,0.56831664,0.15841667,0.07541667,0.13669999,0.37053335,0.123511106,1.0,1.0,1.0,1.0,1.0
R_16AvimaNVaTocSd,423.0,1.0,0.02,Test Cases,Python,Confused,['Fibonacci'],2,0.5581167,1.0364833,0.36175,0.2649,0.21440001,0.2561,0.118983336,0.5894833,0.19649445,0.0,1.0,1.0,1.0,1.0
R_19J0QFQI08YM5pv,673.0,1.0,0.0,No Hint,Text,Clear,['Fibonacci'],2,0.19413333,0.36361665,0.0,0.88961667,2.1341002,1.0797333,0.1108,3.3246334,1.1082112,1.0,1.0,1.0,1.0,1.0
R_1AYhdKz5snNbKF4,664.0,2.0,5.0,Test Cases,Text,Confused,['Average Rainfall'],4,1.1378,2.0002,1.0001333,1.2208833,0.31031665,0.67735,0.39491665,1.3825834,0.46086112,0.0,1.0,1.0,1.0,1.0
R_1Bxx1djuf7uLGmZ,1165.0,1.0,5.0,No Hint,Python,Clear,['Palindrome'],5,0.87325,1.5449666,0.0,0.25473335,0.22328334,1.4416667,0.4525,2.11745,0.7058166,1.0,1.0,1.0,1.0,1.0
R_1BznOxFOxX3PMoY,973.0,1.0,0.49,Test Cases,Python,Clear,['Palindrome'],3,1.3142834,2.0001833,0.8631333,0.27031666,0.13341667,0.19105001,0.20286666,0.5273333,0.17577778,1.0,1.0,1.0,1.0,1.0
R_1D02YkKYNZIjyhj,4101.0,1.0,0.0,No Hint,Text,Clear,['Fibonacci'],5,1.3514333,0.77975,0.0,0.21583334,1.7002666,0.26846665,0.26216665,2.2309,0.74363333,1.0,1.0,1.0,1.0,1.0
R_1EFo4WB2Pthf0jz,1117.0,1.0,0.0,Conceptual,Text,Confused,['Average Rainfall'],1,0.7275167,2.0002666,1.0018667,0.77216667,0.24273333,0.7553333,0.7837166,1.7817833,0.59392774,0.0,1.0,1.0,1.0,1.0
R_1EosKWxYFIIf2mt,424.0,9.0,5.0,Conceptual,Python,Clear,['Sum Positives'],5,0.08501666,0.83466667,0.216,0.082783334,0.45548335,0.06643333,0.08146667,0.6033833,0.20112778,1.0,1.0,1.0,1.0,1.0
R_1F4pVniXCoGq4vY,959.0,5.0,4.01,Conceptual,Python,Clear,['Average Rainfall'],4,1.7365,2.0002832,1.0002333,0.76563334,0.235,0.24624999,0.20408334,0.6853333,0.22844444,1.0,1.0,1.0,1.0,1.0
R_1Gs2xPTgwBYegug,487.0,1.0,0.0,Conceptual,Python,Clear,['Palindrome'],1,0.26905,0.5646833,0.41228333,0.45895,0.15221667,0.1791,0.31395,0.64526665,0.21508889,1.0,1.0,1.0,1.0,1.0
R_1KrSKE7ASPeWWKV,1323.0,1.0,0.0,Conceptual,Python,Clear,['Palindrome'],1,1.3562,2.0022333,1.0007,0.7898333,0.36714998,1.1138834,0.44151667,1.92255,0.64085,1.0,1.0,1.0,1.0,1.0
R_1M0t0Eze2pypH9S,1655.0,1.0,0.05,Detailed Fix,Text,Confused,['Sum Positives'],2,2.6457167,2.0008168,1.0005167,0.43903333,0.97515,1.0644333,2.5841668,4.6237497,1.54125,0.0,1.0,1.0,1.0,1.0
R_1QG0sHLqjBCcLPC,794.0,2.0,0.0,Detailed Fix,Text,Clear,['Count Pos Neg'],4,0.46858332,2.0004168,0.69278336,0.26264998,0.21393333,0.6088,0.5589834,1.3817166,0.4605722,1.0,1.0,1.0,1.0,1.0
R_1V4Q5aWzmSitrR6,716.0,1.0,1.0,Test Cases,Python,Clear,['Count Pos Neg'],3,0.123783335,2.0002666,1.0001667,1.8290833,0.0809,0.10361667,0.09318333,0.2777,0.09256666,1.0,1.0,1.0,1.0,1.0
R_1fE7VEr2IIMlXpM,867.0,4.0,5.0,Test Cases,Python,Clear,['Sum Positives'],3,0.72816664,1.1483333,0.77833337,0.19385,0.25303334,0.6643167,0.40293333,1.3202834,0.44009444,1.0,1.0,1.0,1.0,1.0
R_1fpBsDu9iVPPvEI,1171.0,1.0,0.0,No Hint,Python,Clear,['Fibonacci'],3,1.36805,3.0004334,0.0,1.8362166,0.2351,0.5882667,0.5818333,1.4051999,0.4684,1.0,1.0,1.0,1.0,1.0
R_1go7wtsZcvbJggY,976.0,1.0,0.0,Conceptual,Text,Confused,['Average Rainfall'],4,0.6286,0.89343333,0.117183335,1.0343167,0.32000002,0.41036665,1.0463834,1.7767501,0.59225,0.0,1.0,1.0,1.0,1.0
R_1h7Eofjjyp4dL4l,292.0,1.0,1.0,Conceptual,Python,Clear,['Palindrome'],5,0.24876666,0.24518333,0.10493334,0.111549996,0.15475,0.10051667,0.191,0.44626665,0.14875555,1.0,1.0,1.0,1.0,1.0
R_1iqiwX6uZNE5U0B,955.0,1.0,0.0,Conceptual,Text,Confused,['Fibonacci'],2,0.7766834,2.0002167,0.38911667,1.20315,0.20283334,0.43121666,0.27523333,0.90928334,0.30309445,0.0,1.0,1.0,1.0,1.0
R_1jTmhD6kmriQ8RG,1117.0,1.0,0.0,Conceptual,Text,Clear,['Sum Positives'],2,0.2702833,2.0021167,0.3567,0.33351666,0.5477667,0.28803334,0.82199997,1.6578001,0.55259997,1.0,1.0,1.0,1.0,1.0
R_1nRR8MkvPDmEivT,823.0,1.0,0.0,No Hint,Text,Clear,['Sum Positives'],3,0.225,0.5462,0.0,0.29103333,0.18666667,0.78785,0.3949333,1.36945,0.45648333,1.0,1.0,1.0,1.0,1.0
R_1pDuyhOjRsvMCf7,316.0,1.0,0.89,No Hint,Python,Clear,Fibonacci,3,0.69956666,0.46668333,0.0,0.5873,0.15823334,0.24006668,0.14936666,0.54766667,0.18255554,1.0,1.0,1.0,1.0,1.0
R_1pJZC9jF6KnhhJr,1072.0,1.0,0.0,Test Cases,Text,Confused,['Average Rainfall'],2,1.0202,1.0174166,1.0022333,0.63005,0.5242,0.9333833,1.26775,2.7253335,0.90844446,0.0,1.0,1.0,1.0,1.0
R_1pJrrqLcTwTsO6Y,621.0,5.0,5.0,Conceptual,Python,Clear,Count Pos Neg,5,0.3602,2.00055,0.8239667,0.38801667,0.5438667,0.4390833,0.26275,1.2457,0.4152333,1.0,1.0,1.0,1.0,1.0
R_1q5rXReuYxvw1YB,2124.0,1.0,0.46,Conceptual,Text,Clear,['Sum Positives'],3,1.4463166,2.0018666,1.00205,0.15283333,0.24893333,0.63213336,0.54995,1.4310167,0.47700554,1.0,1.0,1.0,1.0,1.0
R_1sobAlGKVZK7MUM,843.0,1.0,0.0,Conceptual,Python,Clear,['Count Pos Neg'],3,1.6295667,2.0006833,0.53943336,0.15638334,0.25303334,0.37003332,0.7246167,1.3476833,0.44922778,1.0,1.0,1.0,1.0,1.0
R_1uWL4ukZRjaqE5R,639.0,5.0,2.63,Test Cases,Text,Clear,['Sum Positives'],1,0.17498332,0.47258332,0.0512,0.05313333,0.09495,0.084300004,0.7827167,0.96196663,0.32065555,1.0,1.0,1.0,1.0,1.0
R_1wiPPPWUGRWFl0i,940.0,1.0,0.35,Detailed Fix,Text,Clear,['Count Pos Neg'],4,0.8897167,2.0017333,1.0019166,0.21773334,0.19678333,1.2447666,0.55051666,1.9920667,0.6640222,1.0,1.0,1.0,1.0,1.0
R_20pNdfDYULJyk4j,566.0,2.0,5.0,Test Cases,Text,Clear,"['Count Pos Neg', 'Average Rainfall']",5,0.63266665,1.073374975,0.4017250049999999,0.27148333,0.55469165,0.24784166,0.309608325,1.11214165,0.370713885,1.0,1.0,1.0,1.0,1.0
R_20vi38PLJsi4Jnx,905.0,1.0,0.01,Conceptual,Python,Clear,['Palindrome'],3,0.56318337,2.00195,1.0002,0.42078334,0.36056668,0.55065,0.19431667,1.1055334,0.3685111,1.0,1.0,1.0,1.0,1.0
R_21kCTmLCEzr98hX,855.0,1.0,0.01,Test Cases,Python,Confused,['Average Rainfall'],2,0.5358833,2.0005667,1.0002667,0.7927333,0.21155,1.3772666,0.18575001,1.7745667,0.5915222,0.0,1.0,1.0,1.0,1.0
R_22cohETifhSPUEH,1097.0,3.0,3.0,No Hint,Text,Clear,['Count Pos Neg'],1,1.04145,3.0020332,0.0,0.7989333,0.1526,0.11905,2.2004,2.47205,0.8240167,1.0,1.0,1.0,1.0,1.0
R_23aapj2WwSqd5RY,1430.0,2.0,0.0,Conceptual,Python,Clear,['Count Pos Neg'],1,2.7489831,2.00025,1.00045,0.25828332,2.95945,0.43275002,1.3812667,4.7734666,1.5911555,1.0,1.0,1.0,1.0,1.0
R_24iqN47sEBns76D,479.0,1.0,5.0,Test Cases,Text,Clear,['Sum Positives'],2,0.2182,0.293,0.21633333,0.27001667,0.1137,0.34456667,0.36446667,0.8227333,0.27424443,1.0,1.0,1.0,1.0,1.0
R_25GBd2ZDXVeaXsp,269.0,1.0,0.0,Test Cases,Text,Clear,['Palindrome'],3,0.14993334,0.52285,0.30483335,0.109850004,0.3601,0.29188335,0.26061666,0.9126,0.30420002,1.0,1.0,1.0,1.0,1.0
R_25NKPwhm152Vl28,867.0,1.0,0.5,Conceptual,Python,Clear,['Fibonacci'],2,0.72326666,2.0003,1.0002333,0.9747167,1.5928999,0.33451664,0.23651667,2.1639333,0.72131115,1.0,1.0,1.0,1.0,1.0
R_26a6IvgFa1MLns2,876.0,1.0,0.44,Conceptual,Text,Clear,['Palindrome'],1,0.56238335,1.2148334,0.214,0.4323,0.26213333,0.91443336,0.43559998,1.6121668,0.53738886,1.0,1.0,1.0,1.0,1.0
R_27PKrsIJ4YF93BT,548.0,10.0,5.0,Test Cases,Text,Clear,['Palindrome'],3,0.20366667,0.9853667,0.84001666,0.19303332,0.15681668,0.4814,0.101833336,0.74005,0.24668333,1.0,1.0,1.0,1.0,1.0
R_2Bafd6C66eg3KRC,783.0,1.0,0.2,Detailed Fix,Text,Clear,"['Fibonacci', 'Count Pos Neg']",5,0.756275035,2.00024995,0.61319167,0.365741675,0.70133333,0.338475005,0.30338334,1.34319175,0.44773054,1.0,1.0,1.0,1.0,1.0
R_2BmJJdJLwbZz7lg,424.0,3.0,1.46,Detailed Fix,Python,Clear,"['Sum Positives', 'Average Rainfall']",3,0.44467502,1.09479165,0.20291667,0.210525,0.261766665,0.1227666675,0.20955834,0.594091665,0.19803056,1.0,1.0,1.0,1.0,1.0
R_2FXyB4aSimXbatX,843.0,1.0,0.0,Conceptual,Text,Clear,Fibonacci,1,0.70093334,2.0020335,0.44476667,0.25776666,0.7528667,1.5524833,0.6497833,2.9551332,0.9850444,1.0,1.0,1.0,1.0,1.0
R_2GWOqOEgkqyprZT,767.0,1.0,0.0,Detailed Fix,Text,Clear,['Palindrome'],5,0.30403334,0.67434996,0.1969,0.36905,0.9131,0.65575004,0.99666667,2.5655167,0.8551722,1.0,1.0,1.0,1.0,1.0
R_2GxenJnxBLawhHm,1122.0,1.0,0.0,Detailed Fix,Python,Clear,['Fibonacci'],2,0.71650004,2.0004334,1.0003667,1.1315666,0.40838334,0.21959999,0.2044,0.83238333,0.2774611,1.0,1.0,1.0,1.0,1.0
R_2HZiSMlzGXdUUNj,909.0,3.0,5.0,Test Cases,Python,Clear,"['Sum Positives', 'Fibonacci']",3,0.8935583,1.91013335,0.675808325,1.3060000349999998,0.33635834,0.260733345,0.18750833,0.78460003,0.26153333,1.0,1.0,1.0,1.0,1.0
R_2KPYcvpjfRXcglL,866.0,1.0,0.0,Detailed Fix,Python,Clear,"['Average Rainfall', 'Count Pos Neg']",4,0.87858335,2.00059175,1.0005417,0.365625005,0.52041665,0.184549995,0.1973333325,0.90230002,0.30076667,1.0,1.0,1.0,1.0,1.0
R_2MlgFynbTn9dl7g,2144.0,1.0,0.0,No Hint,Text,Clear,['Average Rainfall'],4,2.13925,2.2050333,0.0,1.3311,0.44588333,4.1381664,0.72298336,5.307033,1.769011,1.0,1.0,1.0,1.0,1.0
R_2NL7hh1iTWtrJ1n,1015.0,1.0,0.0,Test Cases,Python,Clear,['Fibonacci'],5,0.73288333,1.61965,1.0003,0.9590833,0.33738333,0.4515,0.9630667,1.7519499,0.58398336,1.0,1.0,1.0,1.0,1.0
R_2OYDf3B7z3L5iaB,2629.0,1.0,0.0,Detailed Fix,Python,Clear,['Sum Positives'],1,0.16213332,2.0021167,1.0005833,0.20265001,0.18081667,0.3578,0.61548334,1.1541001,0.3847,1.0,1.0,1.0,1.0,1.0
R_2P6hKLuTA9CpGtG,502.0,2.0,5.0,Conceptual,Text,Clear,"['Palindrome', 'Sum Positives']",3,0.24046667,0.9887833,0.213408345,0.105866667,1.04179165,0.198,0.2877,1.527491675,0.50916389,1.0,1.0,1.0,1.0,1.0
R_2PGEhGBUn3TT4CB,827.0,2.0,0.2,Test Cases,Text,Clear,['Sum Positives'],3,0.6346333,1.7923833,0.458,0.19811668,0.23948334,0.27976665,0.31613335,0.83538336,0.2784611,1.0,1.0,1.0,1.0,1.0
R_2QYUqftJ9tGI10h,396.0,1.0,0.0,Conceptual,Text,Clear,['Count Pos Neg'],4,0.30641666,1.7451,0.20395,0.19933334,0.09855,0.14646667,0.29396668,0.53898335,0.17966111,1.0,1.0,1.0,1.0,1.0
R_2Qz9TCfUb07zGZg,582.0,2.0,1.0,Conceptual,Text,Clear,"['Count Pos Neg', 'Palindrome']",5,0.51235834,2.000225,0.574675,0.17518333,0.225066665,0.206008335,0.417383335,0.848458315,0.28281945,1.0,1.0,1.0,1.0,1.0
R_2Ubfm0EqlAoLZvu,349.0,8.0,3.08,Test Cases,Text,Clear,['Count Pos Neg'],4,0.035916667,0.028533334,0.06126667,0.0854,0.20476668,0.047366668,0.051850002,0.30398333,0.10132778,1.0,1.0,1.0,1.0,1.0
R_2VRzdlLSFQNCreh,551.0,1.0,5.0,Conceptual,Text,Clear,['Palindrome'],1,0.4903,1.0238,0.23335001,0.27531666,0.16613334,0.5107667,0.7408,1.4176999,0.47256666,1.0,1.0,1.0,1.0,1.0
R_2Vl0gzGf4XvoGiJ,1745.0,1.0,0.0,Conceptual,Text,Clear,['Palindrome'],1,0.67723334,2.00085,1.0022,0.44745,0.5662667,0.81436664,3.5718167,4.9524503,1.6508167,1.0,1.0,1.0,1.0,1.0
R_2VliKAWeN1OzsKJ,366.0,2.0,0.8,Conceptual,Text,Confused,Average Rainfall,1,0.38881668,0.26806667,0.31356665,0.48218334,0.117,0.5416,0.35383332,1.0124333,0.33747777,0.0,1.0,1.0,1.0,1.0
R_2Y4X4fOEhhqx7Ci,471.0,1.0,0.0,No Hint,Python,Clear,['Count Pos Neg'],3,0.09218334,0.12571667,0.0,0.7449667,0.98391664,0.46523333,0.39815,1.8472999,0.61576664,1.0,1.0,1.0,1.0,1.0
R_2cSuwTCLS3EjIjn,888.0,1.0,0.0,Detailed Fix,Text,Clear,['Sum Positives'],5,0.27056664,0.36450002,0.14338332,0.7008333,2.2209167,0.50025,0.6644833,3.3856502,1.1285499,1.0,1.0,1.0,1.0,1.0
R_2cdT3VM0b4gWm4x,984.0,4.0,5.0,Test Cases,Text,Clear,['Average Rainfall'],1,0.49233335,2.0002334,0.6645334,0.6368333,0.1555,0.23993333,1.2751501,1.6705834,0.5568611,1.0,1.0,1.0,1.0,1.0
R_2foMC5BBnP2RFDw,668.0,1.0,0.0,Test Cases,Text,Clear,['Palindrome'],4,0.2691833,2.00185,0.46725,0.21893333,0.27435002,0.5115667,0.33018336,1.1161001,0.37203333,1.0,1.0,1.0,1.0,1.0
R_2jWPsMvhqVoUWVH,871.0,1.0,0.0,Test Cases,Text,Clear,['Palindrome'],1,0.7373,2.0003333,1.0018667,0.82345,0.21618333,0.41506666,0.47498333,1.1062334,0.36874443,1.0,1.0,1.0,1.0,1.0
R_2kW5JIjasvm50Sl,292.0,1.0,0.44,Detailed Fix,Python,Confused,['Fibonacci'],1,0.3327833,0.3171,0.2679,0.13086668,0.12201667,0.19626667,0.16393334,0.4822167,0.16073889,0.0,1.0,1.0,1.0,1.0
R_2lAhkZpUx3Nk2XC,1137.0,1.0,0.0,Detailed Fix,Text,Confused,['Sum Positives'],2,0.33508334,2.0202334,0.1954,0.3051,0.62558335,1.4221333,0.51406664,2.5617833,0.8539278,0.0,1.0,1.0,1.0,1.0
R_2lFa7XIDHrlXRWA,827.0,1.0,0.0,Detailed Fix,Python,Clear,['Count Pos Neg'],4,0.7745,2.0019166,1.0018833,0.26973334,0.27221668,0.20025,0.41283333,0.8853,0.2951,1.0,1.0,1.0,1.0,1.0
R_2mz5SI9kLeJlM0G,991.0,1.0,0.0,Detailed Fix,Python,Confused,['Average Rainfall'],3,0.77596664,2.0024,1.0024832,0.43870002,0.79576665,0.83915,0.59178334,2.2267,0.74223334,0.0,1.0,1.0,1.0,1.0
R_2rMMS5wdVaVOixa,505.0,3.0,5.0,Detailed Fix,Text,Clear,"['Palindrome', 'Average Rainfall']",2,0.21019167,1.04875,0.219924995,0.418516655,0.340149985,0.64128335,0.454266665,1.43570005,0.47856668,1.0,1.0,1.0,1.0,1.0
R_2ri5ICwwsEH9FSr,824.0,1.0,0.7,No Hint,Text,Clear,['Average Rainfall'],3,1.0725167,1.8788166,0.0,1.2907001,0.47106665,0.88799995,0.9190333,2.2781,0.7593667,1.0,1.0,1.0,1.0,1.0
R_2t7N1tnvaEXO1yx,405.0,2.0,0.05,Detailed Fix,Text,Clear,['Palindrome'],1,0.14825001,0.47883332,0.1821,0.28003332,0.23181668,0.2454,0.40065,0.8778667,0.2926222,1.0,1.0,1.0,1.0,1.0
R_2uICj7d9CBXhoEv,426.0,2.0,5.0,No Hint,Text,Clear,['Palindrome'],1,0.27701667,1.0210834,0.0,0.13698334,0.19988333,0.10998333,0.44566667,0.75553334,0.25184444,1.0,1.0,1.0,1.0,1.0
R_2uIkU8ccwWy5I59,597.0,1.0,0.0,No Hint,Text,Clear,['Sum Positives'],3,0.41998333,1.1284833,0.0,0.31425,0.35596666,0.40485,0.58951664,1.3503333,0.4501111,1.0,1.0,1.0,1.0,1.0
R_2vXijUOKy010dfr,1132.0,1.0,0.0,No Hint,Text,Clear,['Palindrome'],2,0.43823335,0.95778334,0.0,0.42048332,3.0283332,1.03205,1.7898833,5.8502665,1.9500889,1.0,1.0,1.0,1.0,1.0
R_2w0HTNaH2VSW0JH,1258.0,1.0,0.0,Conceptual,Python,Confused,['Average Rainfall'],2,1.45505,2.00045,1.0020334,0.36735,0.68001664,0.5797167,0.65008336,1.9098166,0.63660556,0.0,1.0,1.0,1.0,1.0
R_2w5Gv9PavDz2RcJ,1208.0,2.0,0.46,No Hint,Python,Clear,['Palindrome'],4,0.71361667,3.0020833,0.0,0.28616667,0.7187167,0.85805005,0.15553333,1.7323,0.57743335,1.0,1.0,1.0,1.0,1.0
R_2wELd1KjD0ax164,809.0,2.0,1.0,Test Cases,Text,Clear,"['Palindrome', 'Sum Positives']",1,0.40880003,2.0017333500000003,1.00110835,0.237366665,0.33811665,1.16675835,0.44670835,1.9515833,0.65052775,1.0,1.0,1.0,1.0,1.0
R_2x3NXi8xzeYkZkl,421.0,3.0,2.03,Detailed Fix,Text,Clear,"['Palindrome', 'Fibonacci']",2,0.28867498,0.90825,0.3135000049999999,0.375900015,0.161183325,0.207733325,0.407533315,0.77645,0.25881666,1.0,1.0,1.0,1.0,1.0
R_31Y4lU3gnqX0js0,699.0,1.0,0.0,No Hint,Python,Clear,['Fibonacci'],2,0.5664167,2.1873667,0.0,0.48181668,0.28653333,0.10526667,0.09675,0.48855,0.16284999,1.0,1.0,1.0,1.0,1.0
R_32t6PAucnwSjjNu,3222.0,1.0,0.02,No Hint,Text,Clear,['Palindrome'],5,0.67785,3.0002167,0.0,0.24721667,0.7604834,2.4191167,0.7468334,3.9264333,1.3088111,1.0,1.0,1.0,1.0,1.0
R_32z4OSYk1Axudrh,1281.0,1.0,0.0,Conceptual,Text,Clear,['Sum Positives'],3,9.61415,2.1496665,1.0302666,0.20701666,0.31113333,0.31775,0.31811666,0.94699997,0.31566668,1.0,1.0,1.0,1.0,1.0
R_35yFMKq4bxlkemS,722.0,2.0,0.75,No Hint,Text,Clear,"['Fibonacci', 'Sum Positives']",1,0.73985835,2.0687417,0.0,0.4760666799999999,0.207916665,0.50113334,0.83247495,1.541525,0.51384165,1.0,1.0,1.0,1.0,1.0
R_389T2x8NmSBujDz,531.0,3.0,5.0,No Hint,Python,Clear,['Palindrome'],1,0.38536665,1.36635,0.0,0.303,0.23396666,0.108500004,0.23875,0.5812167,0.1937389,1.0,1.0,1.0,1.0,1.0
R_3AQ5I1xgHcHrvEZ,854.0,1.0,0.5,Conceptual,Python,Confused,['Fibonacci'],4,0.54833335,2.0028334,0.46778333,0.48836666,0.7816833,0.22783333,0.56149995,1.5710167,0.5236722,0.0,1.0,1.0,1.0,1.0
R_3CEu18cA9lHIdjP,585.0,1.0,0.0,Detailed Fix,Python,Clear,"['Count Pos Neg', 'Palindrome']",3,0.48490834,1.00061665,0.382166675,0.434733315,0.423358345,0.20914167,0.699391701,1.331891625,0.4439639,1.0,1.0,1.0,1.0,1.0
R_3CN9pIOQJ4rvsgp,896.0,1.0,0.0,Conceptual,Python,Clear,['Palindrome'],5,0.7284,2.0019166,1.00025,0.2242,0.53741664,0.17388333,0.31143335,1.0227333,0.3409111,1.0,1.0,1.0,1.0,1.0
R_3CqJvWO1ukw1Iiq,1518.0,1.0,0.0,Conceptual,Python,Clear,Count Pos Neg,2,0.2361,3.7213168,1.0237666,0.8672167,1.2953666,0.2047,0.73565,2.2357168,0.7452389,1.0,1.0,1.0,1.0,1.0
R_3Db6GmdH00FCJKN,388.0,4.0,3.05,Conceptual,Text,Clear,['Palindrome'],5,0.27199998,0.5172,0.44773334,0.12601666,0.14906667,0.1472,0.17426667,0.47053334,0.15684444,1.0,1.0,1.0,1.0,1.0
R_3EX1mQXT7grj1p3,1548.0,5.0,5.0,Detailed Fix,Text,Clear,"['Average Rainfall', 'Palindrome']",3,1.06285,2.00125005,1.00028335,0.8218083300000001,1.6908666650000002,0.682366665,0.6859583499999999,3.0591918,1.01973058,1.0,1.0,1.0,1.0,1.0
R_3IN1llguRD39dPQ,557.0,1.0,0.0,Conceptual,Python,Clear,['Palindrome'],3,0.39866668,2.0019333,0.1817,0.23236667,0.34803334,0.2041,0.2312,0.78333336,0.2611111,1.0,1.0,1.0,1.0,1.0
R_3IXXBt24a3SBHst,1236.0,10.0,5.0,Detailed Fix,Python,Confused,['Average Rainfall'],5,1.36055,2.0003834,1.0002667,0.20931667,0.73363334,1.6347333,0.09538333,2.46375,0.82125,0.0,1.0,1.0,1.0,1.0
R_3JDvF1YXe3Zp6Hy,3008.0,5.0,4.56,Conceptual,Python,Clear,['Count Pos Neg'],4,0.28716666,2.03315,0.74120003,2.4718168,1.0932333,0.49008334,1.0134833,2.5968,0.8656,1.0,1.0,1.0,1.0,1.0
R_3JpXqGBeZu8Jdvv,528.0,1.0,0.0,Test Cases,Text,Clear,"['Palindrome', 'Count Pos Neg']",1,0.5308917,1.06659995,0.29846666,0.23595834,0.15648333,0.385416675,0.462841665,1.0047417,0.33491389,1.0,1.0,1.0,1.0,1.0
R_3KOvHBUDIylmDL3,744.0,1.0,0.0,Detailed Fix,Text,Clear,['Count Pos Neg'],2,0.44848335,1.4394834,0.46241668,0.38154998,0.56035,0.42374998,0.8641666,1.8482667,0.61608887,1.0,1.0,1.0,1.0,1.0
R_3LTqB9HslVPCGIh,2942.0,1.0,0.0,Detailed Fix,Python,Clear,['Count Pos Neg'],5,0.42918333,2.0023832,0.31845,0.23298334,0.64718336,0.45201668,0.16753334,1.2667333,0.42224446,1.0,1.0,1.0,1.0,1.0
R_3MLq4JBKJh7P9zG,1428.0,1.0,0.0,No Hint,Text,Clear,['Count Pos Neg'],3,1.5053333,2.19745,0.0,0.5153,0.89295,1.72265,1.7886666,4.404267,1.4680889,1.0,1.0,1.0,1.0,1.0
R_3Ol7kTA4sNkwYmO,1165.0,8.0,5.0,No Hint,Python,Clear,['Fibonacci'],4,0.07805,2.4319334,0.0,0.83931667,0.6975833,1.44985,0.26645002,2.4138832,0.8046278,1.0,1.0,1.0,1.0,1.0
R_3PdD7hheoEI6g48,422.0,1.0,0.0,No Hint,Python,Clear,['Average Rainfall'],5,0.5503833,0.91800004,0.0,0.47391665,0.41193333,0.6363,0.5129167,1.56115,0.5203833,1.0,1.0,1.0,1.0,1.0
R_3Rp8oqcMiBRWik1,372.0,1.0,0.0,Detailed Fix,Text,Clear,"['Palindrome', 'Fibonacci']",2,0.433966665,0.99419165,0.287825033,0.116399998,0.177491665,0.24124166,0.24763333,0.6663666500000001,0.222122225,1.0,1.0,1.0,1.0,1.0
R_3U9PcQPmBIpKeXv,669.0,6.0,3.01,No Hint,Python,Clear,['Palindrome'],2,0.8505,0.3761,0.0,0.4355667,0.1161,0.97353333,0.2322,1.3218333,0.4406111,1.0,1.0,1.0,1.0,1.0
